field_1,序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分(類別),車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別,﻿序號
"4764","4765.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","13","15","50",臺中市,北屯區,"0","1","0","7.0","3.0","6.0","50.0","13.0","24.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","18.0","2.0","9.0","1.0","1.0",F01,"7.0","9.0","7.0","21.0","9.0","14.0",,"84.0","84.0","1.0","12.0","4.0",218726.504374329,2675303.46568062,"2.0",
"4796","4797.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","13","16","58",臺中市,沙鹿區,"0","1","0","7.0","2.0","6.0","40.0","13.0","8.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","1.0","4.0","4.0","2.0","12.0","3.0","10.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","1.0","14.0",,"8.0","8.0","1.0","12.0","4.0",120.569031,24.221313,"2.0",
"4892","4893.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","13","19","20",臺中市,南屯區,"0","3","0","7.0","1.0","6.0","40.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","10.0","5.0","5.0","2.0","16.0","2.0","9.0","6.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","13.0",,"48.0","48.0","1.0","13.0","4.0",212141.072076682,2668131.36935115,"2.0",
"4912","4913.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","13","20","15",臺中市,潭子區,"0","2","0","6.0","1.0","6.0","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","5.0","4.0","5.0","1.0","15.0","2.0","9.0","4.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","12.0",,"21.0","21.0","1.0","13.0","4.0",220183.721824675,2677716.5968018,"2.0",
"4927","4928.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","13","21","12",臺中市,北區,"0","1","0","7.0","1.0","6.0","50.0","4.0","2.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","5.0","5.0","5.0","2.0","17.0","3.0","10.0","6.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","16.0",,"48.0","48.0","1.0","3.0","4.0",120.676682,24.161693,"2.0",
"4963","4964.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","14","6","42",臺中市,大里區,"0","2","0","7.0","3.0","6.0","50.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","5.0","4.0","2.0","16.0","2.0","8.0","1.0","1.0",F02,"7.0","6.0","7.0","21.0","2.0","14.0",,"14.0","14.0","1.0","12.0","4.0",217719.481137515,2666709.34065028,"2.0",
"5222","5223.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","14","15","22",臺中市,南屯區,"0","2","0","7.0","2.0","6.0","50.0","4.0","7.0","1.0","5.0","4.0","6.0","6.0","2.0","1.0","5.0","5.0","4.0","2.0","12.0","2.0","9.0","1.0","1.0",F02,"7.0","9.0","7.0","21.0","2.0","14.0",,"84.0","84.0","1.0","13.0","4.0",212311.523518161,2668124.93705117,"2.0",
"5391","5392.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","14","21","37",臺中市,大里區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,"15.0",,,,,F01,,,"1.0",,"2.0",,,"51.0","51.0","1.0","13.0","4.0",120.685417,24.100546,"4.0",
"5412","5413.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","15","6","57",臺中市,太平區,"0","1","0","7.0","3.0","6.0","50.0","13.0","7.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","4.0","4.0","5.0","2.0","12.0","2.0","9.0","1.0","1.0",F02,"7.0","8.0","7.0","21.0","2.0","11.0",,"40.0","40.0","1.0","6.0","4.0",220770.629185665,2669000.71707806,"2.0",
"5601","5602.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","15","14","17",臺中市,北屯區,"0","1","0","7.0","2.0","6.0","50.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","2.0","1.0","10.0","5.0","5.0","2.0","17.0","3.0","10.0","1.0","1.0",F02,"7.0","9.0","7.0","21.0","2.0","14.0",,"21.0","21.0","1.0","12.0","4.0",120.747669,24.19632,"2.0",
"5628","5629.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","15","16","2",臺中市,南區,"0","1","0","7.0","3.0","6.0","50.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","16.0","2.0","9.0","6.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","14.0",,"12.0","12.0","1.0","12.0","1.0",216017.24424833,2667888.80245889,"2.0",
"5640","5641.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","15","16","30",臺中市,烏日區,"0","2","0","7.0","2.0","6.0","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","4.0","4.0","2.0","16.0","2.0","9.0","4.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","14.0",,"14.0","14.0","1.0","3.0","4.0",212822.295546008,2667102.47093009,"2.0",
"5666","5667.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","15","17","12",臺中市,潭子區,"0","1","0","6.0","1.0","6.0","50.0","4.0","2.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","1.0","4.0","4.0","1.0","17.0","2.0","9.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","12.0",,"21.0","21.0","1.0","13.0","4.0",220036.611530476,2677995.6683352,"2.0",
"5763","5764.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","15","20","35",臺中市,北區,"0","1","0","7.0","1.0","6.0","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","9.0","4.0","5.0","2.0","18.0","2.0","9.0","6.0","1.0",F01,"7.0","12.0","7.0","21.0","2.0","11.0","14.0","58.0","58.0","1.0","13.0","4.0",216388.062966922,2673352.9328163,"2.0",
"5766","5767.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","15","20","58",臺中市,豐原區,"0","1","0","7.0","1.0","6.0","50.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","1.0","3.0","4.0","1.0","17.0","2.0","9.0","6.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","13.0",,"36.0","36.0","1.0","4.0","4.0",222400.217342841,2683659.59399461,"2.0",
"5816","5817.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","16","7","5",臺中市,大里區,"0","1","0","7.0","3.0","6.0","60.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","10.0","5.0","5.0","2.0","16.0","2.0","9.0","4.0","1.0",F01,"7.0","6.0","7.0","21.0","1.0","14.0",,"48.0","48.0","1.0","13.0","1.0",215614.710930612,2667133.8942068,"2.0",
"5833","5834.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","16","7","25",臺中市,西屯區,"0","2","0","7.0","2.0","6.0","40.0","5.0","1.0","1.0","5.0","4.0","6.0","6.0","2.0","1.0","10.0","5.0","5.0","2.0","16.0","2.0","9.0","6.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","14.0",,"48.0","48.0","1.0","4.0","4.0",215502.207164006,2673272.10122059,"2.0",
"6078","6079.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","16","16","41",臺中市,西屯區,"0","1","0","7.0","2.0","6.0","0.0","13.0","24.0","4.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","17.0","2.0","9.0","6.0","4.0",F01,"7.0","9.0","7.0","21.0","2.0","11.0",,"39.0","39.0","1.0","13.0","4.0",214015.456370081,2672372.93831867,"2.0",
"6088","6089.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","16","17","4",臺中市,南區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,"12.0",,,,,F01,,,"7.0",,"1.0",,,"84.0","84.0","1.0","13.0","4.0",120.657392,24.13105,"4.0",
"6134","6135.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","16","18","15",臺中市,北屯區,"0","1","0","7.0","3.0","6.0","50.0","13.0","9.0","1.0","5.0","4.0","1.0","6.0","4.0","4.0","1.0","5.0","5.0","2.0","18.0","2.0","9.0","4.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","11.0",,"84.0","84.0","1.0","6.0","1.0",218673.592428134,2673053.55975099,"2.0",
"6143","6144.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","16","18","27",臺中市,南屯區,"0","1","0","7.0","1.0","6.0","50.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","4.0","4.0","2.0","18.0","2.0","8.0","5.0","1.0",F01,"7.0","9.0","7.0","21.0","1.0","12.0",,"84.0","84.0","1.0","12.0","1.0",213547.594571349,2669554.28792953,"2.0",
"6166","6167.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","16","19","0",臺中市,東區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,"17.0",,,,,F01,,,"7.0",,"1.0",,,"84.0","84.0","1.0","12.0","4.0",120.692896,24.130598,"3.0",
"6183","6184.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","16","19","54",臺中市,北屯區,"0","1","0","7.0","1.0","6.0","50.0","4.0","2.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","10.0","5.0","5.0","2.0","16.0","3.0","10.0","6.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","12.0",,"34.0","34.0","1.0","6.0","4.0",120.693348,24.179913,"2.0",
"6215","6216.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","16","22","30",臺中市,霧峰區,"0","1","0","7.0","2.0","6.0","40.0","13.0","8.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","1.0","4.0","1.0","1.0","17.0","2.0","9.0","1.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","11.0",,"59.0","59.0","1.0","12.0","4.0",215087.379771859,2664752.26651164,"2.0",
"6234","6235.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","17","6","49",臺中市,霧峰區,"0","2","0","7.0","3.0","6.0","0.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","1.0","17.0","2.0","9.0","1.0","1.0",F01,"7.0","1.0","7.0","21.0","2.0","11.0",,"51.0","51.0","1.0","2.0","4.0",216316.987701187,2659038.71505332,"2.0",
"6269","6270.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","17","7","48",臺中市,北屯區,"0","1","0","7.0","2.0","6.0","50.0","4.0","2.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","5.0","5.0","5.0","2.0","17.0","3.0","10.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","16.0",,"21.0","21.0","1.0","12.0","4.0",120.689616,24.185652,"2.0",
"6295","6296.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","17","8","15",臺中市,西屯區,"0","2","0","7.0","2.0","6.0","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","2.0","1.0","10.0","5.0","5.0","2.0","16.0","2.0","9.0","1.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","12.0",,"48.0","48.0","1.0","13.0","4.0",214254.677740879,2673669.67937622,"2.0",
"6296","6297.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","17","8","16",臺中市,西屯區,"0","1","0","7.0","2.0","6.0","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","5.0","5.0","2.0","17.0","2.0","9.0","6.0","1.0",F01,"7.0","15.0","7.0","21.0","2.0","13.0",,"39.0","39.0","1.0","12.0","4.0",215291.975818505,2673316.80257283,"2.0",
"6535","6536.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","17","16","50",臺中市,西區,"0","1","0","7.0","2.0","6.0","40.0","13.0","8.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","17.0","2.0","9.0","4.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","14.0",,"4.0","4.0","1.0","12.0","4.0",216973.451013477,2669891.36479174,"2.0",
"6565","6566.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","17","17","20",臺中市,西區,"0","1","0","7.0","1.0","6.0","40.0","13.0","8.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","4.0","4.0","2.0","17.0","2.0","9.0","4.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","12.0",,"84.0","84.0","1.0","12.0","4.0",216492.611002586,2670369.93529191,"2.0",
"6572","6573.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","17","17","34",臺中市,潭子區,"0","2","0","7.0","2.0","6.0","50.0","3.0","2.0","1.0","5.0","4.0","6.0","6.0","2.0","1.0","5.0","4.0","5.0","2.0","17.0","2.0","9.0","5.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","11.0",,"11.0","11.0","1.0","13.0","4.0",220661.372985038,2681112.57908237,"2.0",
"6684","6685.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","17","21","31",臺中市,北區,"0","1","0","7.0","1.0","6.0","50.0","3.0","4.0","1.0","5.0","4.0","6.0","6.0","2.0","1.0","5.0","4.0","5.0","2.0","18.0","2.0","9.0","6.0","1.0",F01,"7.0","12.0","7.0","21.0","2.0","11.0","12.0","88.0","88.0","1.0","3.0","1.0",217593.818006568,2672512.30134133,"2.0",
"6765","6766.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","18","8","22",臺中市,豐原區,"0","1","0","7.0","2.0","6.0","50.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","10.0","5.0","5.0","2.0","17.0","2.0","9.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","12.0",,"21.0","21.0","1.0","13.0","4.0",223269.46994876,2683972.13004041,"2.0",
"6785","6786.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","18","9","19",臺中市,北區,"0","1","0","7.0","2.0","6.0","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","4.0","5.0","2.0","17.0","2.0","9.0","5.0","4.0",F01,"7.0","9.0","7.0","21.0","2.0","12.0",,"84.0","84.0","1.0","3.0","1.0",219320.079050782,2672305.57814549,"2.0",
"6863","6864.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","18","11","52",臺中市,西屯區,"0","4","0","7.0","2.0","6.0","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","5.0","5.0","4.0","2.0","15.0","2.0","8.0","5.0","4.0",F02,"7.0","9.0","7.0","21.0","2.0","11.0",,"21.0","21.0","1.0","13.0","4.0",214679.262382585,2673159.49334134,"2.0",
"6942","6943.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","18","14","55",臺中市,外埔區,"0","1","0","7.0","2.0","6.0","50.0","12.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","18.0","2.0","9.0","1.0","1.0",F01,"7.0","12.0","7.0","21.0","2.0","11.0","14.0","59.0","59.0","1.0","12.0","4.0",213068.59971619,2690589.66622931,"2.0",
"6947","6948.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","18","15","6",臺中市,石岡區,"0","4","0","7.0","2.0","6.0","20.0","11.0","13.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","5.0","5.0","1.0","11.0","2.0","9.0","5.0","4.0",F02,"7.0","9.0","7.0","21.0","2.0","14.0",,"85.0","85.0","1.0","13.0","4.0",227386.960328057,2685686.4822216,"2.0",
"6959","6960.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","18","15","32",臺中市,東勢區,"0","3","0","7.0","2.0","6.0","20.0","13.0","13.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","9.0","5.0","5.0","1.0","11.0","2.0","9.0","5.0","4.0",F02,"7.0","9.0","7.0","21.0","2.0","11.0",,"84.0","84.0","1.0","13.0","4.0",232136.518718103,2685434.15163458,"2.0",
"7049","7050.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","18","18","30",臺中市,沙鹿區,"0","1","0","6.0","1.0","6.0","50.0","13.0","7.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","4.0","4.0","2.0","12.0","2.0","7.0","1.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","12.0",,"8.0","8.0","1.0","12.0","4.0",205523.552527868,2679138.49152163,"2.0",
"7144","7145.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","19","5","44",臺中市,潭子區,"0","2","0","6.0","1.0","6.0","60.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","1.0","4.0","4.0","1.0","13.0","2.0","1.0","1.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","11.0",,"84.0","84.0","1.0","13.0","4.0",218502.295210576,2679753.41092084,"2.0",
"7189","7190.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","19","10","42",臺中市,沙鹿區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,,,,,,F01,,,"7.0",,"1.0",,,"34.0","34.0","1.0","2.0","4.0",120.578612,24.215317,"3.0",
"7212","7213.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","19","12","12",臺中市,后里區,"0","1","0","7.0","2.0","6.0","25.0","11.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","5.0","5.0","2.0","10.0","3.0","10.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","11.0",,"39.0","39.0","1.0","12.0","4.0",120.732755,24.290956,"2.0",
"7226","7227.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","19","12","59",臺中市,西屯區,"0","1","0","7.0","2.0","6.0","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","1.0","4.0","5.0","2.0","17.0","2.0","8.0","1.0","1.0",F01,"7.0","9.0","7.0","21.0","1.0","12.0",,"59.0","59.0","1.0","12.0","4.0",214944.796504399,2673701.51904174,"2.0",
"7250","7251.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","19","14","38",臺中市,南屯區,"0","1","0","7.0","2.0","6.0","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","9.0","5.0","4.0","2.0","17.0","2.0","9.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","11.0",,"59.0","59.0","1.0","12.0","4.0",213222.522708242,2671708.46291264,"2.0",
"7262","7263.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","19","15","7",臺中市,東勢區,"0","3","0","7.0","2.0","6.0","20.0","13.0","13.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","9.0","5.0","5.0","1.0","10.0","2.0","9.0","5.0","4.0",F02,"7.0","9.0","7.0","21.0","2.0","11.0",,"58.0","58.0","1.0","13.0","4.0",231924.536924632,2685674.64123592,"2.0",
"7282","7283.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","19","16","41",臺中市,豐原區,"0","0","0","7.0",,,"40.0",,,,,,,,,,,,,,"17.0",,,,,F01,,,"7.0",,"2.0",,,"8.0","8.0","1.0","13.0","4.0",120.740688,24.255842,"3.0",
"7297","7298.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","19","17","29",臺中市,南屯區,"0","2","0","7.0","1.0","6.0","50.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","5.0","5.0","2.0","16.0","2.0","8.0","2.0","1.0",F02,"7.0","5.0","7.0","21.0","1.0","12.0",,"84.0","84.0","1.0","12.0","4.0",212130.910190254,2668438.62023478,"2.0",
"7298","7299.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","19","17","34",臺中市,北屯區,"0","1","0","7.0","1.0","6.0","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","17.0","3.0","10.0","6.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","11.0",,"14.0","14.0","1.0","12.0","4.0",120.69755,24.162877,"2.0",
"7362","7363.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","19","20","19",臺中市,神岡區,"0","1","0","7.0","1.0","6.0","50.0","4.0","2.0","1.0","5.0","4.0","6.0","6.0","2.0","1.0","5.0","4.0","5.0","1.0","11.0","2.0","9.0","1.0","1.0",F01,"7.0","5.0","7.0","21.0","2.0","11.0",,"22.0","22.0","1.0","12.0","4.0",218218.18676076,2682459.83199361,"2.0",
"7374","7375.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","19","21","20",臺中市,西屯區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,"12.0",,,,,F01,,,"1.0",,"8.0",,,"59.0","59.0","1.0","12.0","4.0",120.642066,24.16962,"3.0",
"7392","7393.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","19","23","4",臺中市,東區,"0","2","0","7.0","1.0","6.0","50.0","13.0","24.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","4.0","4.0","2.0","17.0","2.0","9.0","5.0","4.0",F01,"7.0","15.0","7.0","21.0","2.0","15.0",,"84.0","84.0","1.0","6.0","4.0",219447.082243058,2671443.33080455,"2.0",
"7408","7409.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","20","6","53",臺中市,北屯區,"0","1","0","7.0","2.0","6.0","40.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","10.0","4.0","4.0","2.0","16.0","3.0","10.0","5.0","4.0",F01,"7.0","6.0","7.0","21.0","2.0","14.0",,"48.0","48.0","1.0","12.0","4.0",120.676093,24.195418,"2.0",
"7652","7653.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","20","16","7",臺中市,大肚區,"0","1","0","7.0","3.0","6.0","30.0","3.0","2.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","12.0","2.0","9.0","6.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","14.0",,"48.0","48.0","1.0","6.0","4.0",206777.998744858,2668783.00458158,"2.0",
"7656","7657.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","20","16","14",臺中市,梧棲區,"0","1","0","7.0","3.0","6.0","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","1.0","4.0","5.0","1.0","16.0","2.0","9.0","4.0","1.0",F01,"7.0","8.0","7.0","21.0","2.0","14.0",,"20.0","20.0","1.0","2.0","4.0",203008.088451761,2682325.24394212,"2.0",
"7674","7675.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","20","17","0",臺中市,北屯區,"0","2","0","7.0","3.0","6.0","30.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","10.0","5.0","5.0","2.0","17.0","2.0","9.0","2.0","1.0",F01,"7.0","1.0","7.0","21.0","2.0","14.0",,"39.0","39.0","1.0","5.0","1.0",223166.487109896,2674454.23123356,"2.0",
"7698","7699.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","20","17","19",臺中市,太平區,"0","2","0","6.0","2.0","6.0","50.0","13.0","9.0","1.0","5.0","4.0","3.0","6.0","4.0","4.0","5.0","4.0","5.0","1.0","13.0","2.0","9.0","1.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","11.0",,"43.0","43.0","1.0","2.0","4.0",221208.974911189,2669230.84975627,"2.0",
"7705","7706.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","20","17","22",臺中市,太平區,"0","1","0","7.0","2.0","6.0","50.0","3.0","2.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","5.0","2.0","5.0","2.0","13.0","2.0","9.0","1.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","11.0",,"7.0","7.0","1.0","12.0","4.0",221423.589062768,2672596.34854597,"2.0",
"7752","7753.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","20","17","48",臺中市,南屯區,"0","1","0","7.0","2.0","6.0","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","9.0","4.0","5.0","2.0","18.0","2.0","9.0","1.0","1.0",F01,"7.0","9.0","7.0","21.0","6.0","12.0",,"53.0","53.0","1.0","12.0","4.0",214430.121211113,2671622.10838202,"2.0",
"7977","7978.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","21","10","36",臺中市,西區,"0","1","0","7.0","3.0","6.0","40.0","13.0","8.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","1.0","4.0","1.0","2.0","12.0","2.0","8.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","1.0","14.0",,"4.0","4.0","1.0","12.0","4.0",216372.860753291,2671908.10735386,"2.0",
"8119","8120.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","21","16","29",臺中市,南屯區,"0","1","0","7.0","3.0","6.0","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","3.0","4.0","5.0","2.0","13.0","2.0","9.0","1.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","11.0",,"8.0","8.0","1.0","12.0","4.0",211004.355020827,2671266.37709048,"2.0",
"8125","8126.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","21","16","41",臺中市,南區,"0","0","0","7.0",,,"40.0",,,,,,,,,,,,,,"12.0",,,,,F01,,,"1.0","10.0","2.0",,,"38.0","38.0","1.0","12.0","1.0",120.658741,24.1172,"3.0",
"8148","8149.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","21","17","15",臺中市,大肚區,"0","2","0","7.0","3.0","6.0","30.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","11.0","3.0","10.0","2.0","1.0",F01,"7.0","5.0","7.0","21.0","2.0","11.0",,"8.0","8.0","1.0","13.0","4.0",120.546462,24.150151,"2.0",
"8258","8259.0","66000",387130000C,(04)23274275,(04)23288582,"2025","10","21","21","4",臺中市,大甲區,"0","1","0","7.0","3.0","6.0","50.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","17.0","2.0","9.0","1.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","14.0",,"14.0","14.0","1.0","2.0","4.0",211888.231388004,2693918.53645357,"2.0",
